date,coal_price_usd,nickel_price_usd,usd_idr,coal_price_idr,nickel_price_idr,year,month,month_name,coal_mom_change,nickel_mom_change,coal_yoy_change,nickel_yoy_change,coal_ma3,coal_ma12,nickel_ma3,nickel_ma12,coal_volatility,nickel_volatility,coal_nickel_ratio,coal_above_ma12,nickel_above_ma12,market_period
2007-10-01,79.5093167701863,31156.0,9097.69565217391,723351.5654874421,283447805.7391304,2007,10,Oct,8.09715317141122,5.4405653097967965,66.71854014274432,-4.285983592249942,75.96576792772446,62.64736196655176,29451.345454545455,37946.91899920255,9.965652027418487,8086.075909274507,0.0025519744758693767,1,0,China boom
2007-11-01,93.1168831168831,30505.63636363636,9270.27272727273,863218.9020070839,282795568.8099174,2007,11,Nov,17.114429980612343,-2.0874426638966437,93.13131313131315,-4.345830690620945,82.05992377188029,66.38924508343489,30403.345454545455,37831.42278708134,12.227071981130731,8189.66353065839,0.003052448472370871,1,0,China boom
2007-12-01,98.9097744360902,26053.55555555556,9352.6,925063.5563909772,243668483.6888889,2007,12,Dec,6.221096674741244,-14.594289248749504,81.45140433455731,-24.264078646967512,90.51199144105318,70.08919809095367,29238.397306397306,37135.84189039518,14.760865823805036,8836.482170885063,0.0037964021542157256,1,0,China boom
2008-01-01,98.4862012987013,27774.772727272728,9405.97826086957,926359.0684112088,261248908.47332028,2008,1,Jan,-0.4282419404996074,6.606457871160476,76.61572052401753,-24.56933000030862,96.83761961722486,73.64946594809653,28111.32154882155,36381.94037524366,16.084317995848256,9242.333633799146,0.003545886847239448,1,0,China boom
2008-02-01,141.887755102041,28064.952380952385,9190.2619047619,1303985.6304664733,257924262.72562343,2008,2,Feb,44.06866467689827,1.0447597772590411,153.34271639690394,-31.679289207908358,113.09457694561083,80.8062580399333,27297.76022126022,35297.49890698969,24.450884164017257,9403.253047419206,0.0050556919953422,1,0,China boom
2008-03-01,137.763157894737,31093.05263157895,9169.33333333333,1263196.3157894746,285102563.9298245,2008,3,Mar,-2.9069437347414184,10.78961478189333,142.01025299270782,-32.58991994178526,126.04570476515975,87.54281178224362,28977.592579934688,34044.817686894006,28.131961633514937,8812.387926623192,0.004430673293069365,1,0,China boom
2008-04-01,131.737012987013,28776.81818181818,9204.43181818182,1212564.353969894,264874260.89876035,2008,4,Apr,-4.374279016112914,-7.449363294128086,126.93053219062259,-42.396339404794105,137.12930866126365,93.68325522038442,29311.60773144984,32279.837623098152,29.133580483373045,7332.529065932656,0.004577886691804145,1,0,China boom
2008-05-01,143.075892857143,25656.5,9272.63636363636,1326690.726866884,237903394.86363629,2008,5,May,8.607208872458516,-10.843166058538278,144.75561859044328,-50.45413582233665,137.525354579631,100.73486023739126,28508.79027113238,30102.601511987043,30.058181075159595,4242.89544016915,0.0055765943467403194,1,0,China boom
2008-06-01,166.989795918367,22562.57142857143,9285.95238095238,1550659.293002912,209514963.87755105,2008,6,Jun,16.714138618097827,-12.059043795640745,164.43142799434378,-45.69996046230453,147.26756725417434,109.38813404691503,25665.296536796537,28520.17690881244,33.05232780718632,2919.307640897301,0.007401186360651451,1,0,GFC crisis
2008-07-01,195.186335403727,20106.95652173913,9158.54347826087,1787622.5391574427,184150435.5198488,2008,7,Jul,16.885187103973642,-10.883577320104166,168.135819024321,-39.79994100771486,168.417341393079,119.58750939982299,22775.342650103517,27412.40434623009,39.06972947072006,3384.287131145568,0.009707403265765087,1,0,GFC crisis
2008-08-01,173.303571428571,19111.8,9148.45238095238,1585459.4706632611,174843392.21428567,2008,8,Aug,-11.21121718377125,-4.949314535311156,131.58271508525252,-30.87865696080171,178.49323425022166,127.79327238683595,20593.77598343685,26700.917982593728,39.15637963753339,4142.425646244411,0.009067883267330707,1,0,GFC crisis
2008-09-01,164.498376623377,17781.86363636364,9346.11363636364,1537420.5209194256,166191318.21177694,2008,9,Sep,-5.080792468736373,-6.958718507081274,123.64430907766697,-39.82123012967321,177.66276115189166,135.37200615306975,19000.206719367587,25720.373285624035,36.40868500345014,4754.522768707962,0.009250907553186964,1,0,GFC crisis
2008-10-01,119.366459627329,12144.86956521739,9950.41304347826,1187745.5768295955,120846468.53308126,2008,10,Oct,-27.436086557485375,-31.700805868394376,50.12889617998575,-61.01916303370976,152.38946922642566,138.6934347244983,16346.177733860342,24136.11241605881,32.45230147591849,5825.414755351188,0.009828550153324957,0,0,GFC crisis
2008-11-01,101.382321428571,10776.5,11574.125,1173411.6610044593,124728558.0625,2008,11,Nov,-15.066324539494435,-11.26705855397877,8.876412133890765,-64.67374136523205,128.41571922642564,139.3822212504723,13567.74440052701,22492.017719089115,31.469862319256364,6597.257473635259,0.009407722491399899,0,0,GFC crisis
2008-12-01,82.6086734693877,9846.928571428572,11260.25,930194.3154336727,110878877.44642858,2008,12,Dec,-18.51767418090766,-8.625912203140418,-16.48077862844115,-62.20504894070456,101.11915150842923,138.02379616991377,10922.766045548655,21141.46547041187,33.651891113193685,7410.604804066652,0.008389283304956786,0,0,GFC crisis
2009-01-01,85.5617346938775,11562.95238095238,11127.0,952045.4219387748,128660971.14285712,2009,1,Jan,3.5747592843070164,17.42699560655847,-13.12312428989404,-58.36886769698593,89.85090986394539,136.94675728617844,10728.79365079365,19790.480441551837,35.20340100236576,7567.471779358075,0.0073996443014695025,0,0,GFC crisis
2009-02-01,80.8226785714285,10410.75,11808.0,954354.1885714276,122930136.0,2009,2,Feb,-5.538756477301887,-9.964603701476793,-43.03759439050714,-62.90480076828582,82.99769557823122,131.8580009086274,10606.876984126984,18319.296909805806,38.66737797959943,7528.56865495734,0.007763386746529165,0,0,GFC crisis
2009-03-01,65.4521103896103,9710.727272727272,11808.4090909091,772885.2953438602,114668240.20661163,2009,3,Mar,-19.01764263879746,-6.724037435081309,-52.48939455959525,-68.76881987822323,77.27884121830543,125.83208028320017,10561.476551226551,16537.436463234833,43.049609967586974,6717.082172685594,0.006740186244693903,0,0,GFC crisis
2009-04-01,66.2705357142857,11331.6,11012.0454545455,729774.1515827951,124784094.2727278,2009,4,Apr,1.2504185423566128,16.69156883671292,-49.69482439926065,-60.622470738757514,70.8484415584415,120.3765405104729,10484.35909090909,15083.66828141665,46.26162015461777,5626.625723629219,0.005848294655148937,0,0,GFC crisis
2009-05-01,67.0150375939849,12720.07894736842,10351.9047619048,693733.2867884014,131677045.82706814,2009,5,May,1.1234281897297471,12.253158842250155,-53.16119560344285,-50.42161266202163,66.24589456596028,114.0381359052097,11254.135406698564,14005.633193697353,48.04505216593287,4553.759241830894,0.00526844509937961,0,0,GFC crisis
2009-06-01,75.8133116883116,14944.36363636364,10170.2272727273,771038.610168242,151987574.6280996,2009,6,Jun,13.128805728098868,17.486406320264148,-54.60003333055574,-33.76480298943544,69.69962833219405,106.44009555270509,12998.68086124402,13370.782544346703,46.07907600062351,3704.144537270874,0.005073037135140201,0,1,Post-GFC recovery
2009-07-01,77.6203416149068,16017.39130434783,10088.2608695652,783054.2549959476,161587621.9281661,2009,7,Jul,2.3835259090440264,7.180149614221287,-60.23269689737478,-20.339056350819508,73.48289696573443,96.64292940363676,14560.611296026631,13029.985442897429,37.122601851523775,3178.9412243339943,0.004846003955328057,0,1,Post-GFC recovery
2009-08-01,77.8821428571428,19375.925,9958.57142857143,775594.8826530607,192956533.10714287,2009,8,Aug,0.3372843210802223,20.968044245385407,-55.06027820710966,1.3819996023399117,77.10526538678705,88.69114368935107,16779.226646903826,13051.995859564095,28.405034083465633,3225.4528567119437,0.004019531602085722,0,1,Post-GFC recovery
