date,coal_price_usd,nickel_price_usd,usd_idr,coal_price_idr,nickel_price_idr,year,month,month_name,coal_mom_change,nickel_mom_change,coal_yoy_change,nickel_yoy_change,coal_ma3,coal_ma12,nickel_ma3,nickel_ma12,coal_volatility,nickel_volatility,coal_nickel_ratio,coal_above_ma12,nickel_above_ma12,market_period,coal_diff,nickel_diff
1994-06-01,33.6,6287.04541015625,2166.34090909091,72789.05454545458,13619883.669333722,1994,6,Jun,7.006369426751591,3.3567857799651657,8.387096774193559,13.396183311251564,31.5,31.0,5923.388509114583,5265.78173828125,1.0189120757857104,633.4300412649568,0.0053443227793013,1,1,Pre-2000,2.200000000000003,204.1884765625
1994-07-01,33.1,6230.5712890625,2166.73332866667,71718.87317886678,13499986.468645375,1994,7,Jul,-1.4880952380952328,-0.898261701792713,6.7741935483871085,23.34878712244388,32.7,31.175,6200.157877604167,5364.064208984375,1.1856145318702636,686.3885816860363,0.0053125144492136,1,1,Pre-2000,-0.5,-56.47412109375
1994-08-01,33.1,5856.13623046875,2163.67608908696,71617.67854877838,12670781.936301077,1994,8,Aug,0.0,-6.009642474536081,6.7741935483871085,23.53477032227962,33.266666666666666,31.35,6124.584309895833,5457.035888671875,1.3062785447077363,669.5975758603694,0.005652190915195,1,1,Pre-2000,0.0,-374.43505859375
1994-09-01,33.1,6370.681640625,2174.91136586364,71989.56621008649,13855667.908494135,1994,9,Sep,0.0,8.786431700122233,6.7741935483871085,45.58079369650623,33.1,31.525,6152.463053385417,5623.255574544271,1.392920411483512,622.7965075032893,0.0051956763604267,1,1,Pre-2000,0.0,514.54541015625
1994-10-01,33.1,6735.85693359375,2172.42105263158,71907.1368421053,14633117.410053462,1994,10,Oct,0.0,5.732122770663595,6.7741935483871085,50.86389180609374,33.1,31.7,6320.8916015625,5812.505574544271,1.4516448351001183,582.5366168860869,0.0049139998557452,1,1,Pre-2000,0.0,365.17529296875
1994-11-01,33.1,7474.54541015625,2174.56590686364,71978.13151718648,16253891.618229885,1994,11,Nov,0.0,10.96651077724704,6.7741935483871085,61.01046818916893,33.1,31.875,6860.361328125,6048.528279622396,1.4857657958104036,636.5596037350124,0.0044283629550265,1,1,Pre-2000,0.0,738.6884765625
1994-12-01,36.1,8540.650390625,2188.22619047619,78994.96547619045,18688874.86846633,1994,12,Dec,9.06344410876132,14.263141394795053,16.451612903225808,66.16698539184196,34.1,32.300000000000004,7583.684244791667,6331.932495117188,1.8877596148971107,898.4005587126882,0.0042268443676873,1,1,Pre-2000,3.0,1066.10498046875
1995-01-01,37.1,9596.1904296875,2209.41477272727,81969.28806818172,21201964.89725561,1995,1,Jan,2.7700831024930705,12.359012379445456,19.67741935483871,71.85007515654334,35.43333333333334,32.80833333333333,8537.128743489584,6666.2777099609375,2.285312126417668,1266.095176442525,0.0038661175256823,1,1,Pre-2000,1.0,1055.5400390625
1995-02-01,37.6,8431.25,2217.6642456,83384.17563456,18697681.670715,1995,2,Feb,1.3477088948786964,-12.139613508330893,21.29032258064516,44.61587037569792,36.93333333333334,33.358333333333334,8856.0302734375,6883.040201822917,2.58508249677871,1330.9282271704171,0.004459599703484,1,1,Pre-2000,0.5,-1164.9404296875
1995-03-01,38.35,7522.39111328125,2225.078263,85331.75138605,16737908.951946478,1995,3,Mar,1.994680851063824,-10.779645802446256,30.000000000000004,34.5582533642059,37.68333333333334,34.09583333333334,8516.610514322916,7044.0365804036455,2.645962475970241,1276.0725138645216,0.0050981130098766,1,1,Pre-2000,0.75,-908.85888671875
1995-04-01,37.1,7405.0,2229.0475098,82697.66261358,16506096.810069,1995,4,Apr,-3.25945241199479,-1.5605558327589253,25.7627118644068,37.12294657224733,37.68333333333334,34.729166666666664,7786.213704427083,7211.097981770833,2.3374868335393564,1167.9570795099385,0.0050101282916948,1,1,Pre-2000,-1.25,-117.39111328125
1995-05-01,38.77,7262.380859375,2228.906526,86414.70601302001,16187168.091758428,1995,5,May,4.501347708894876,-1.9259843433490853,23.471337579617856,19.390952946256256,38.07333333333333,35.34333333333334,7396.590657552083,7309.3916422526045,2.351418656251976,1112.700379576395,0.0053384696769175,1,0,Pre-2000,1.6700000000000017,-142.619140625
1995-06-01,40.77,7877.27294921875,2226.89772727273,90790.6203409092,17541881.22772219,1995,6,Jun,5.158627805003868,8.46681139078498,21.339285714285715,25.29371803953582,38.88,35.94083333333334,7514.884602864583,7441.9106038411455,2.7460101911131223,1073.8920523098927,0.0051756490174741,1,1,Pre-2000,2.0,614.89208984375
1995-07-01,41.05,8618.0,2229.59523809524,91524.8845238096,19214651.761904776,1995,7,Jul,0.6867794947265082,9.403343714968182,24.01812688821752,38.31797439070359,40.196666666666665,36.60333333333333,7919.217936197917,7640.8629964192705,2.94977143439143,1049.9586233508116,0.0047632861452773,1,1,Pre-2000,0.27999999999999403,740.72705078125
1995-08-01,40.88,8931.818359375,2250.73369565217,92009.99347826072,20103144.54489,1995,8,Aug,-0.4141291108404221,3.641429094627524,23.504531722054377,52.520672468373554,40.9,37.25166666666667,8475.697102864584,7897.169840494792,2.9647193131999474,944.8204234591371,0.0045768955833155,1,1,Pre-2000,-0.1699999999999946,313.818359375
1995-09-01,40.93,8397.25,2271.14047385714,92957.77959497274,19071334.34409687,1995,9,Sep,0.1223091976516599,-5.984989146290765,23.65558912386707,31.810855944391257,40.95333333333333,37.90416666666667,8649.022786458334,8066.050537109375,2.826335431207191,820.0447672791593,0.0048742147726934,1,1,Pre-2000,0.04999999999999716,-534.568359375
1995-10-01,40.97,8068.86376953125,2265.79545454545,92829.63977272708,18282394.852350373,1995,10,Oct,0.0977278279990168,-3.9106401556313055,23.77643504531721,19.78971419789801,40.92666666666667,38.56,8465.977376302084,8177.134440104167,2.50504581703703,705.8022458779104,0.0050775426590676,1,0,Pre-2000,0.03999999999999915,-328.38623046875
1995-11-01,39.59,8498.095703125,2281.51817736364,90325.30464182651,19388559.81965553,1995,11,Nov,-3.3683182816695023,5.319608136334741,19.60725075528702,13.69381329301942,40.49666666666667,39.10083333333333,8321.403157552084,8262.430297851562,1.828240377737037,674.3215513199325,0.0046586907682672,1,1,Pre-2000,-1.3799999999999955,429.23193359375
1995-12-01,39.35,8074.21044921875,2286.1,89958.035,18458452.507958982,1995,12,Dec,-0.6062136903258408,-4.98800282692009,9.002770083102485,-5.461410080879292,39.97,39.37166666666666,8213.723307291666,8223.560302734375,1.5650723673848774,670.2574046568909,0.0048735415366597,0,0,Pre-2000,-0.240000000000002,-423.88525390625
1996-01-01,39.37,7870.71435546875,2289.56818181818,90140.29931818174,18020537.15646084,1996,1,Jan,0.0508259212198103,-2.520321894380273,6.118598382749307,-17.98084444927944,39.43666666666667,39.560833333333335,8147.673502604167,8079.7706298828125,1.3932986257820874,516.4543480950073,0.0050020872594169,0,0,Pre-2000,0.01999999999999602,-203.49609375
1996-02-01,39.28,8198.5,2300.21428571429,90352.4171428573,18858306.821428604,1996,2,Feb,-0.2286004572009004,4.164623815924617,4.4680851063829685,-2.7605633802816887,39.333333333333336,39.700833333333335,8047.808268229167,8060.374796549479,1.2559998431770605,506.3254941088917,0.004791120326889,0,1,Pre-2000,-0.0899999999999963,327.78564453125
1996-03-01,39.01,8046.39990234375,2330.2380952381,90902.58809523829,18750027.58196153,1996,3,Mar,-0.6873727087576498,-1.855218608968101,1.7209908735332349,6.965987026882048,39.22,39.755833333333335,8038.5380859375,8104.04219563802,1.2048799135435868,477.4846327006536,0.0048481308999615,0,0,Pre-2000,-0.2700000000000031,-152.10009765625
1996-04-01,39.33,8047.0,2329.39772727273,91615.21261363648,18744663.51136366,1996,4,Apr,0.820302486541924,0.0074579645994887,6.010781671159027,8.669817690749504,39.20666666666667,39.94166666666667,8097.299967447917,8157.54219563802,0.8884392170680224,425.1367843967008,0.0048875357276003,0,0,Pre-2000,0.3200000000000003,0.60009765625
1996-05-01,38.2,8042.85693359375,2329.40760869565,88983.37065217385,18735092.13676385,1996,5,May,-2.873124841088215,-0.0514858507052351,-1.4702089244261085,10.746834809843865,38.84666666666666,39.89416666666666,8045.4189453125,8222.581868489584,0.9684144335725862,323.2267882087432,0.0047495560738429,0,0,Pre-2000,-1.1299999999999955,-4.14306640625
1996-06-01,38.2,7713.15771484375,2329.61875,88991.43625000001,17968716.834207155,1996,6,Jun,0.0,-4.099279913495646,-6.303654648025514,-2.083401647156036,38.57666666666668,39.68,7934.338216145833,8208.905598958334,1.038740496073015,342.0873568899436,0.0049525760281661,0,0,Pre-2000,0.0,-329.69921875
1996-07-01,38.4,7202.60888671875,2331.1847826087,89517.49565217408,16790612.23180094,1996,7,Jul,0.5235602094240788,-6.619193422461256,-6.455542021924476,-16.423661096324548,38.266666666666666,39.45916666666667,7652.87451171875,8090.956339518229,1.0020475250328396,422.7176005168937,0.0053314015246347,0,0,Pre-2000,0.19999999999999574,-510.548828125
